date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2023-03-17,216.3,217.03,212.575,213.22,213.22,8927720,0.0,1.0,-1.1956,ADP
2023-03-17,65.58,65.84,65.33,65.61,65.61,5402973,0.0,1.0,-0.5608,AZN
2023-03-17,27.0,27.035,26.33,26.92,26.92,14502629,0.0,1.0,-1.3919,BKR
2023-03-17,636.5,639.5699,627.08,630.97,626.4444,7930280,0.0,1.0,-0.8688,AVGO
2023-03-17,264.79,265.21,260.74,263.16,263.16,1602250,0.0,1.0,-0.7879,BIIB
2023-03-17,92.37,92.45,90.49,91.67,91.67,1758429,0.0,1.0,-1.8628,BMRN
2023-03-17,2439.91,2445.61,2392.81,2440.85,2440.85,798893,0.0,1.0,0.0385,BKNG
2023-03-17,206.78,209.5,205.43,206.88,206.88,4539695,0.0,1.0,-0.4523,CDNS
2023-03-17,342.98,352.98,338.96,350.01,350.01,2402667,0.0,1.0,1.0276,CHTR
2023-03-17,69.61,69.98,68.98,69.72,69.72,3868069,0.0,1.0,-0.4142,CPRT
2023-03-17,67.46,67.92,66.4,66.93,66.93,3460149,0.0,1.0,-1.2103,CSGP
2023-03-17,133.75,136.47,131.86,133.12,133.12,5728869,0.0,1.0,-0.2996,CRWD
2023-03-17,435.61,439.69,429.13,432.73,432.73,577509,0.0,1.0,-0.6611,CTAS
2023-03-17,50.26,50.55,49.735,50.19,49.8151,47642678,0.0,1.0,0.1397,CSCO
2023-03-17,35.87,36.21,35.63,36.03,35.7555,51723725,0.0,1.0,-0.5795,CMCSA
2023-03-17,489.07,489.9,481.51,487.05,487.05,3959291,0.0,1.0,-0.0431,COST
2023-03-17,29.33,29.33,28.74,28.91,28.91,21490861,0.0,1.0,-1.432,CSX
2023-03-17,58.44,58.67,57.6,57.79,57.79,7122124,0.0,1.0,-1.0445,CTSH
2023-03-17,69.21,69.96,67.85,68.62,68.62,4744615,0.0,1.0,-0.8525,DDOG
2023-03-17,114.5,115.45,113.055,113.93,113.93,2623893,0.0,1.0,-0.5499,DXCM
2023-03-17,125.11,125.995,121.72,123.12,123.12,6217687,0.0,1.0,-1.9199,FANG
2023-03-17,138.33,139.27,135.45,137.15,137.15,6544960,0.0,1.0,-1.338,DLTR
2023-03-17,113.65,114.01,112.98,113.35,113.35,3077738,0.0,1.0,-0.1585,EA
2023-03-17,41.15,42.31,40.94,42.06,42.06,11506763,0.0,1.0,1.4717,EBAY
2023-03-17,200.7,200.7,181.55,183.64,183.64,8717499,0.0,1.0,-8.6822,ENPH
2023-03-17,42.03,42.26,41.345,42.14,42.14,28178198,0.0,1.0,-0.0237,EXC
2023-03-17,52.215,52.42,51.56,52.14,52.14,9203221,0.0,1.0,-0.4582,FAST
2023-03-17,66.63,67.6999,65.44,66.46,66.46,1994126,0.0,1.0,-0.4643,GFS
2023-03-17,69.21,69.96,67.85,68.62,68.62,4744615,0.0,1.0,-0.8525,DDOG
2023-03-17,114.5,115.45,113.055,113.93,113.93,2623893,0.0,1.0,-0.5499,DXCM
2023-03-17,125.11,125.995,121.72,123.12,123.12,6217687,0.0,1.0,-1.9199,FANG
2023-03-17,138.33,139.27,135.45,137.15,137.15,6544960,0.0,1.0,-1.338,DLTR
2023-03-17,113.65,114.01,112.98,113.35,113.35,3077738,0.0,1.0,-0.1585,EA
2023-03-17,41.15,42.31,40.94,42.06,42.06,11506763,0.0,1.0,1.4717,EBAY
2023-03-17,200.7,200.7,181.55,183.64,183.64,8717499,0.0,1.0,-8.6822,ENPH
2023-03-17,42.03,42.26,41.345,42.14,42.14,28178198,0.0,1.0,-0.0237,EXC
2023-03-17,52.215,52.42,51.56,52.14,52.14,9203221,0.0,1.0,-0.4582,FAST
2023-03-17,66.63,67.6999,65.44,66.46,66.46,1994126,0.0,1.0,-0.4643,GFS
2023-03-17,200.56,201.9,195.4304,195.61,195.61,50141098,0.0,1.0,-4.5479,META
2023-03-17,109.07,110.0879,107.76,108.17,108.17,8972190,0.0,1.0,-1.2056,FISV
2023-03-17,61.72,62.47,60.7,61.22,61.22,8196983,0.0,1.0,-1.0666,FTNT
2023-03-17,79.76,79.76,76.525,77.31,77.31,16828078,0.0,1.0,-3.181,GILD
2023-03-17,100.84,103.49,100.75,102.46,102.46,76140310,0.0,1.0,1.3753,GOOG
2023-03-17,100.26,102.835,100.1,101.62,101.62,61028547,0.0,1.0,1.2959,GOOGL
2023-03-17,187.81,188.005,184.23,184.64,184.64,7383864,0.0,1.0,-2.3792,HON
2023-03-17,223.09,225.13,220.045,224.55,224.55,1598112,0.0,1.0,-0.1778,ILMN
2023-03-17,29.92,31.0,29.44,29.81,29.81,80628498,0.0,1.0,-1.226,INTC
2023-03-17,416.83,418.15,408.52,413.69,412.969,3124288,0.0,1.0,-1.0666,INTU
2023-03-17,240.39,242.0,236.26,237.8,237.8,2304603,0.0,1.0,-1.1227,ISRG
