date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2022-12-16,246.245,247.92,244.44,247.05,245.6478,4051678,0.0,1.0,-0.6994,ADP
2022-12-16,67.96,68.26,67.655,67.94,66.9614,6391307,0.0,1.0,-2.581,AZN
2022-12-16,28.54,28.685,27.99,28.37,28.1992,53992570,0.0,1.0,-2.3072,BKR
2022-12-16,557.45,559.8,550.87,555.91,547.342,4954898,0.0,1.0,-0.3746,AVGO
2022-12-16,280.56,285.59,279.07,284.98,284.98,3046750,0.0,1.0,0.5433,BIIB
2022-12-16,107.73,108.92,107.13,108.63,108.63,2537038,0.0,1.0,0.0184,BMRN
2022-12-16,1949.38,1972.275,1928.01,1938.55,1938.55,807908,0.0,1.0,-1.3807,BKNG
2022-12-16,163.01,166.61,161.45,163.2,163.2,2992891,0.0,1.0,0.5979,CDNS
2022-12-16,309.0,313.99,303.5501,304.96,304.96,3718540,0.0,1.0,-2.7024,CHTR
2022-12-16,59.672,60.55,59.672,60.39,60.39,4717778,0.0,1.0,-0.2972,CPRT
2022-12-16,77.88,79.42,76.99,77.98,77.98,24253018,0.0,1.0,0.1284,CSGP
2022-12-16,114.002,114.915,110.76,111.5,111.5,5041863,0.0,1.0,-3.035,CRWD
2022-12-16,439.54,446.755,439.54,445.28,444.1273,854963,0.0,1.0,0.1732,CTAS
2022-12-16,47.41,48.0,47.08,47.81,47.0767,66125394,0.0,1.0,-0.7061,CSCO
2022-12-16,34.33,34.765,34.055,34.49,33.9694,68862194,0.0,1.0,-0.3467,CMCSA
2022-12-16,461.26,464.79,456.88,461.45,460.6579,4909204,0.0,1.0,-0.5303,COST
2022-12-16,31.44,31.76,31.07,31.65,31.5373,33977070,0.0,1.0,-0.3777,CSX
2022-12-16,55.81,55.97,54.95,55.56,55.3183,8720806,0.0,1.0,-1.402,CTSH
2022-12-16,77.91,78.905,75.95,77.83,77.83,4464332,0.0,1.0,-0.6066,DDOG
2022-12-16,114.11,115.41,113.4,114.63,114.63,6255831,0.0,1.0,-1.3851,DXCM
2022-12-16,134.36,136.74,132.81,134.32,131.6265,12724130,0.0,1.0,-2.2274,FANG
2022-12-16,143.87,144.69,142.01,142.65,142.65,3587559,0.0,1.0,-1.6953,DLTR
2022-12-16,120.77,121.99,119.9,121.74,121.5319,4312561,0.0,1.0,0.0082,EA
2022-12-16,42.04,42.15,40.62,41.0,40.7627,14561106,0.0,1.0,-3.0504,EBAY
2022-12-16,309.95,313.0,299.0101,303.39,303.39,4635819,0.0,1.0,-3.3974,ENPH
2022-12-16,41.85,42.02,40.84,41.93,41.5678,18680209,0.0,1.0,-1.0618,EXC
2022-12-16,47.41,48.01,47.22,47.87,47.5493,7069486,0.0,1.0,-0.2085,FAST
2022-12-16,61.316,63.41,58.79,60.03,60.03,25953479,0.0,1.0,-2.9583,GFS
2022-12-16,77.91,78.905,75.95,77.83,77.83,4464332,0.0,1.0,-0.6066,DDOG
2022-12-16,114.11,115.41,113.4,114.63,114.63,6255831,0.0,1.0,-1.3851,DXCM
2022-12-16,134.36,136.74,132.81,134.32,131.6265,12724130,0.0,1.0,-2.2274,FANG
2022-12-16,143.87,144.69,142.01,142.65,142.65,3587559,0.0,1.0,-1.6953,DLTR
2022-12-16,120.77,121.99,119.9,121.74,121.5319,4312561,0.0,1.0,0.0082,EA
2022-12-16,42.04,42.15,40.62,41.0,40.7627,14561106,0.0,1.0,-3.0504,EBAY
2022-12-16,309.95,313.0,299.0101,303.39,303.39,4635819,0.0,1.0,-3.3974,ENPH
2022-12-16,41.85,42.02,40.84,41.93,41.5678,18680209,0.0,1.0,-1.0618,EXC
2022-12-16,47.41,48.01,47.22,47.87,47.5493,7069486,0.0,1.0,-0.2085,FAST
2022-12-16,61.316,63.41,58.79,60.03,60.03,25953479,0.0,1.0,-2.9583,GFS
2022-12-16,120.23,123.31,118.8214,119.43,119.43,67064001,0.0,1.0,2.8239,META
2022-12-16,97.9,99.21,97.25,98.58,98.58,8253260,0.0,1.0,0.1117,FISV
2022-12-16,51.54,52.5,51.37,51.92,51.92,14845496,0.0,1.0,-0.4792,FTNT
2022-12-16,86.34,87.12,85.8,86.76,85.9519,28312981,0.0,1.0,0.2079,GILD
