date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2022-11-15,250.69,254.94,248.9,253.32,250.6772,1517273,0.0,1.0,1.2956,ADP
2022-11-15,64.58,64.81,63.05,63.95,63.0289,7666483,0.0,1.0,0.0626,AZN
2022-11-15,30.33,31.035,30.225,30.89,30.704,6400523,0.0,1.0,2.1157,BKR
2022-11-15,529.96,532.57,515.91,524.42,516.3373,2331539,0.0,1.0,2.1823,AVGO
2022-11-15,300.67,303.791,297.01,299.78,299.78,1282502,0.0,1.0,0.2408,BIIB
2022-11-15,85.3,87.435,84.78,86.18,86.18,1159528,0.0,1.0,2.1211,BMRN
2022-11-15,2029.62,2061.96,1975.22,2001.9,2001.9,411342,0.0,1.0,1.1444,BKNG
2022-11-15,171.78,172.4,167.18,168.74,168.74,2008804,0.0,1.0,0.4823,CDNS
2022-11-15,396.98,403.49,388.24,392.09,392.09,887222,0.0,1.0,1.1036,CHTR
2022-11-15,62.52,63.19,61.65,62.06,62.06,2162007,0.0,1.0,1.339,CPRT
2022-11-15,83.21,83.93,82.225,82.71,82.71,1958050,0.0,1.0,0.6082,CSGP
2022-11-15,148.99,151.425,146.03,148.3,148.3,3967064,0.0,1.0,4.4293,CRWD
2022-11-15,451.9,452.415,442.14,444.81,443.6585,337602,0.0,1.0,0.2095,CTAS
2022-11-15,45.04,45.24,44.445,44.9,44.2113,19318030,0.0,1.0,0.3576,CSCO
2022-11-15,34.63,35.08,33.95,34.28,33.7625,26088217,0.0,1.0,0.4395,CMCSA
2022-11-15,520.0,529.8,520.0,526.47,525.5663,2502189,0.0,1.0,3.2942,COST
2022-11-15,32.15,32.52,30.89,31.31,31.1018,16846279,0.0,1.0,-1.5409,CSX
2022-11-15,59.155,60.02,58.6,59.96,59.4293,5668722,0.0,1.0,3.2369,CTSH
2022-11-15,82.435,86.88,82.28,86.1,86.1,7190609,0.0,1.0,10.2151,DDOG
2022-11-15,115.1,116.99,113.7,116.31,116.31,2330996,0.0,1.0,2.9383,DXCM
2022-11-15,164.19,168.95,162.5731,167.03,161.3863,3313807,0.0,1.0,2.1153,FANG
2022-11-15,167.76,170.36,166.51,168.84,168.84,2294272,0.0,1.0,2.6383,DLTR
2022-11-15,130.93,131.87,127.1,128.78,128.3687,2266693,0.0,1.0,-0.602,EA
2022-11-15,47.07,47.13,46.03,47.02,46.5227,5466785,0.0,1.0,2.4178,EBAY
2022-11-15,309.525,313.39,299.84,300.73,300.73,3086796,0.0,1.0,0.9364,ENPH
2022-11-15,38.42,38.83,37.78,38.24,37.9097,6885586,0.0,1.0,0.4729,EXC
2022-11-15,52.37,52.48,51.15,51.63,51.2842,3057060,0.0,1.0,-0.0967,FAST
2022-11-15,67.47,67.97,65.6255,66.58,66.58,3108690,0.0,1.0,2.3835,GFS
2022-11-15,82.435,86.88,82.28,86.1,86.1,7190609,0.0,1.0,10.2151,DDOG
2022-11-15,115.1,116.99,113.7,116.31,116.31,2330996,0.0,1.0,2.9383,DXCM
2022-11-15,164.19,168.95,162.5731,167.03,161.3863,3313807,0.0,1.0,2.1153,FANG
2022-11-15,167.76,170.36,166.51,168.84,168.84,2294272,0.0,1.0,2.6383,DLTR
2022-11-15,130.93,131.87,127.1,128.78,128.3687,2266693,0.0,1.0,-0.602,EA
2022-11-15,47.07,47.13,46.03,47.02,46.5227,5466785,0.0,1.0,2.4178,EBAY
2022-11-15,309.525,313.39,299.84,300.73,300.73,3086796,0.0,1.0,0.9364,ENPH
