date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2022-10-03,228.35,233.47,227.69,232.25,229.8271,1784170,0.0,1.0,2.6792,ADP
2022-10-03,55.07,55.665,54.83,55.55,54.7499,6069992,0.0,1.0,1.2947,AZN
2022-10-03,21.85,22.43,21.815,22.28,22.0023,8641365,0.0,1.0,6.2977,BKR
2022-10-03,449.24,460.9536,446.965,456.78,449.7398,2147893,0.0,1.0,2.8761,AVGO
2022-10-03,269.0,269.5,260.69,264.3,264.3,2498819,0.0,1.0,-1.0112,BIIB
2022-10-03,85.64,87.43,84.57,86.7,86.7,931668,0.0,1.0,2.2767,BMRN
2022-10-03,1672.44,1694.0,1626.22,1678.93,1678.93,386980,0.0,1.0,2.1738,BKNG
2022-10-03,164.39,171.26,164.39,170.28,170.28,1797455,0.0,1.0,4.1914,CDNS
2022-10-03,307.99,321.15,304.17,320.27,320.27,2115331,0.0,1.0,5.5777,CHTR
2022-10-03,107.72,110.38,107.255,109.65,54.825,1117248,0.0,1.0,3.0545,CPRT
2022-10-03,70.16,72.44,69.605,71.99,71.99,2257273,0.0,1.0,3.3597,CSGP
2022-10-03,166.63,170.69,163.89,169.31,169.31,2562171,0.0,1.0,2.7304,CRWD
2022-10-03,392.67,402.385,390.75,400.84,398.7692,474006,0.0,1.0,3.2587,CTAS
2022-10-03,40.67,41.53,40.47,41.29,40.2906,22203577,0.0,1.0,3.225,CSCO
2022-10-03,29.84,30.77,29.59,30.63,29.9071,34345581,0.0,1.0,4.4323,CMCSA
2022-10-03,474.5,480.84,470.4,477.73,476.0471,2338532,0.0,1.0,1.1561,COST
2022-10-03,27.03,27.63,26.91,27.42,27.2377,16035040,0.0,1.0,2.9279,CSX
2022-10-03,58.24,59.6,57.63,59.03,58.5075,4771474,0.0,1.0,2.7681,CTSH
2022-10-03,89.61,91.72,86.55,90.94,90.94,3244362,0.0,1.0,2.433,DDOG
2022-10-03,81.47,85.54,81.06,84.98,84.98,2589325,0.0,1.0,5.5128,DXCM
2022-10-03,126.4,131.0,125.62,129.52,125.1437,2517001,0.0,1.0,7.5212,FANG
2022-10-03,137.515,142.53,136.38,141.65,141.65,2259698,0.0,1.0,4.0779,DLTR
2022-10-03,116.23,120.43,116.01,119.86,119.4772,2602109,0.0,1.0,3.5866,EA
2022-10-03,36.94,37.62,36.18,37.22,36.8263,8930322,0.0,1.0,1.1138,EBAY
2022-10-03,279.54,289.43,278.5,286.61,286.61,3068737,0.0,1.0,3.294,ENPH
2022-10-03,38.25,38.84,37.78,38.48,37.8123,10537729,0.0,1.0,2.7229,EXC
2022-10-03,46.65,47.735,46.61,47.39,46.7619,3391891,0.0,1.0,2.9322,FAST
2022-10-03,48.88,49.83,47.44,49.83,49.83,2024462,0.0,1.0,3.061,GFS
2022-10-03,89.61,91.72,86.55,90.94,90.94,3244362,0.0,1.0,2.433,DDOG
2022-10-03,81.47,85.54,81.06,84.98,84.98,2589325,0.0,1.0,5.5128,DXCM
2022-10-03,126.4,131.0,125.62,129.52,125.1437,2517001,0.0,1.0,7.5212,FANG
2022-10-03,137.515,142.53,136.38,141.65,141.65,2259698,0.0,1.0,4.0779,DLTR
2022-10-03,116.23,120.43,116.01,119.86,119.4772,2602109,0.0,1.0,3.5866,EA
2022-10-03,36.94,37.62,36.18,37.22,36.8263,8930322,0.0,1.0,1.1138,EBAY
2022-10-03,279.54,289.43,278.5,286.61,286.61,3068737,0.0,1.0,3.294,ENPH
2022-10-03,38.25,38.84,37.78,38.48,37.8123,10537729,0.0,1.0,2.7229,EXC
2022-10-03,46.65,47.735,46.61,47.39,46.7619,3391891,0.0,1.0,2.9322,FAST
2022-10-03,48.88,49.83,47.44,49.83,49.83,2024462,0.0,1.0,3.061,GFS
2022-10-03,137.14,139.62,136.1,138.61,138.61,27723063,0.0,1.0,2.1595,META
2022-10-03,94.33,95.99,93.21,95.42,95.42,3827084,0.0,1.0,1.9771,FISV
2022-10-03,49.58,51.385,49.33,50.96,50.96,5040495,0.0,1.0,3.7248,FTNT
2022-10-03,62.4,62.57,61.445,62.32,61.2339,8094076,0.0,1.0,1.0212,GILD
2022-10-03,97.22,99.97,97.02,99.3,99.3,24840028,0.0,1.0,3.2761,GOOG
