date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2023-03-13,212.82,217.51,212.27,213.55,213.55,2236250,0.0,1.0,-0.0047,ADP
2023-03-13,64.98,65.8,64.785,65.18,65.18,8166728,0.0,1.0,1.5423,AZN
2023-03-13,28.34,28.965,27.8,28.14,28.14,8660685,0.0,1.0,-3.1992,BKR
2023-03-13,607.09,624.39,606.88,616.47,612.0484,2236402,0.0,1.0,0.2667,AVGO
2023-03-13,256.56,261.3,255.405,258.55,258.55,1027356,0.0,1.0,0.7756,BIIB
2023-03-13,90.45,92.64,89.825,90.02,90.02,1956749,0.0,1.0,-0.5194,BMRN
2023-03-13,2459.85,2467.66,2432.94,2438.89,2438.89,418214,0.0,1.0,-1.6771,BKNG
2023-03-13,194.55,198.57,193.115,196.27,196.27,2309841,0.0,1.0,0.3066,CDNS
2023-03-13,326.78,340.52,322.88,335.26,335.26,1454349,0.0,1.0,1.7512,CHTR
2023-03-13,68.01,68.45,67.2397,67.92,67.92,2772966,0.0,1.0,-0.7018,CPRT
2023-03-13,66.85,67.785,66.28,66.84,66.84,2045785,0.0,1.0,-0.3578,CSGP
2023-03-13,119.11,123.6,118.23,121.41,121.41,6261745,0.0,1.0,1.4116,CRWD
2023-03-13,425.69,436.0,425.0,430.86,430.86,339651,0.0,1.0,0.5977,CTAS
2023-03-13,48.53,48.88,48.12,48.41,48.0484,20280766,0.0,1.0,-0.3089,CSCO
2023-03-13,35.3,35.95,34.94,35.51,35.2394,22182130,0.0,1.0,0.5664,CMCSA
2023-03-13,466.8,476.69,466.8,472.0,472.0,1799597,0.0,1.0,0.1825,COST
2023-03-13,29.15,29.8461,29.0,29.06,29.06,17488363,0.0,1.0,-1.4581,CSX
2023-03-13,59.8,60.08,57.88,57.98,57.98,8749351,0.0,1.0,-3.9748,CTSH
2023-03-13,65.24,67.57,62.99,66.24,66.24,7981254,0.0,1.0,1.6887,DDOG
2023-03-13,106.27,112.94,106.16,110.66,110.66,1971468,0.0,1.0,2.6816,DXCM
2023-03-13,131.31,134.68,127.5542,131.54,131.54,2957432,0.0,1.0,-3.2154,FANG
2023-03-13,140.65,146.29,140.565,142.29,142.29,2531566,0.0,1.0,1.4256,DLTR
2023-03-13,109.53,110.97,108.53,110.07,110.07,2662502,0.0,1.0,0.8059,EA
2023-03-13,41.62,41.88,41.02,41.09,41.09,5946254,0.0,1.0,-2.2598,EBAY
2023-03-13,209.17,215.59,203.11,211.53,211.53,3146932,0.0,1.0,0.6232,ENPH
2023-03-13,40.075,41.52,40.0,41.39,41.39,10910971,0.0,1.0,3.0114,EXC
2023-03-13,51.14,52.425,51.06,51.7,51.7,3401026,0.0,1.0,0.3494,FAST
2023-03-13,63.89,65.08,62.58,64.05,64.05,1066897,0.0,1.0,-0.2336,GFS
2023-03-13,65.24,67.57,62.99,66.24,66.24,7981254,0.0,1.0,1.6887,DDOG
2023-03-13,106.27,112.94,106.16,110.66,110.66,1971468,0.0,1.0,2.6816,DXCM
2023-03-13,131.31,134.68,127.5542,131.54,131.54,2957432,0.0,1.0,-3.2154,FANG
2023-03-13,140.65,146.29,140.565,142.29,142.29,2531566,0.0,1.0,1.4256,DLTR
2023-03-13,109.53,110.97,108.53,110.07,110.07,2662502,0.0,1.0,0.8059,EA
2023-03-13,41.62,41.88,41.02,41.09,41.09,5946254,0.0,1.0,-2.2598,EBAY
2023-03-13,209.17,215.59,203.11,211.53,211.53,3146932,0.0,1.0,0.6232,ENPH
2023-03-13,40.075,41.52,40.0,41.39,41.39,10910971,0.0,1.0,3.0114,EXC
2023-03-13,51.14,52.425,51.06,51.7,51.7,3401026,0.0,1.0,0.3494,FAST
2023-03-13,63.89,65.08,62.58,64.05,64.05,1066897,0.0,1.0,-0.2336,GFS
2023-03-13,177.96,183.78,174.82,180.9,180.9,24727969,0.0,1.0,0.7743,META
2023-03-13,110.55,110.6,103.99,104.25,104.25,9819924,0.0,1.0,-6.7781,FISV
2023-03-13,58.22,60.169,57.625,59.27,59.27,4772371,0.0,1.0,0.8679,FTNT
2023-03-13,78.565,81.27,78.565,79.51,78.7694,6845669,0.0,1.0,0.0126,GILD
2023-03-13,90.565,93.08,89.94,91.66,91.66,31508570,0.0,1.0,0.7142,GOOG
2023-03-13,90.09,92.57,89.42,91.11,91.11,37335573,0.0,1.0,0.5296,GOOGL
2023-03-13,193.0,195.23,192.17,193.1,193.1,3223590,0.0,1.0,-0.119,HON
2023-03-13,213.07,238.55,213.0,226.94,226.94,4729640,0.0,1.0,16.9734,ILMN
2023-03-13,26.74,27.31,26.61,26.95,26.95,50976996,0.0,1.0,-0.9919,INTC
2023-03-13,392.41,397.82,384.05,391.56,390.8776,2394706,0.0,1.0,-0.2674,INTU
2023-03-13,224.0,232.45,222.65,227.78,227.78,1539277,0.0,1.0,1.3482,ISRG
2023-03-13,38.0,38.85,36.64,37.99,37.9332,26159526,0.0,1.0,-1.7839,MRVL
2023-03-13,452.84,468.26,447.56,460.92,460.92,509854,0.0,1.0,1.3323,IDXX
2023-03-13,39.684,40.84,39.04,40.11,39.5052,13141614,0.0,1.0,-0.8895,JD
2023-03-13,34.39,34.9,34.23,34.25,34.0561,7907402,0.0,1.0,-0.204,KDP
2023-03-13,362.91,370.51,359.84,364.82,364.82,1246552,0.0,1.0,-0.732,KLAC
2023-03-13,37.73,38.74,37.73,38.12,38.12,7654272,0.0,1.0,0.4744,KHC
2023-03-13,469.07,483.67,467.025,477.0,475.3401,942904,0.0,1.0,-0.3801,LRCX
2023-03-13,7.5801,7.945,7.33,7.84,7.84,17990516,0.0,1.0,-0.3812,LCID
2023-03-13,294.41,296.8325,288.53,292.9,292.9,3388933,0.0,1.0,-1.1341,LULU
2023-03-13,1152.78,1180.67,1124.02,1162.33,1162.33,531627,0.0,1.0,-0.4889,MELI
