date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2022-10-11,228.18,228.69,225.11,226.27,223.9094,1449635,0.0,1.0,-1.0582,ADP
2022-10-11,54.3379,56.4,54.125,55.3,54.5035,10179543,0.0,1.0,2.0107,AZN
2022-10-11,22.12,22.66,21.88,22.25,21.9726,7512871,0.0,1.0,-0.5364,BKR
2022-10-11,435.2,438.7,425.58,430.76,424.1208,2804633,0.0,1.0,-1.5856,AVGO
2022-10-11,251.97,258.8199,250.31,254.07,254.07,1239120,0.0,1.0,-0.2787,BIIB
2022-10-11,87.42,89.04,87.12,88.07,88.07,1222289,0.0,1.0,0.709,BMRN
2022-10-11,1671.33,1671.33,1620.84,1634.61,1634.61,304743,0.0,1.0,-2.1971,BKNG
2022-10-11,154.57,154.9,147.06,148.04,148.04,4034112,0.0,1.0,-4.3113,CDNS
2022-10-11,318.18,320.51,307.415,308.44,308.44,1293202,0.0,1.0,-3.0977,CHTR
2022-10-11,110.32,111.01,108.73,109.86,54.93,957428,0.0,1.0,-0.911,CPRT
2022-10-11,72.2,73.84,71.36,72.37,72.37,2073484,0.0,1.0,-0.4676,CSGP
2022-10-11,158.72,160.5,151.75,155.79,155.79,3426211,0.0,1.0,-3.2841,CRWD
2022-10-11,396.42,397.405,390.28,393.5,391.4671,433065,0.0,1.0,-1.0586,CTAS
2022-10-11,39.81,40.11,39.27,39.58,38.9729,19386431,0.0,1.0,-0.7771,CSCO
2022-10-11,28.93,29.15,28.625,28.68,28.2471,34744759,0.0,1.0,-1.5448,CMCSA
2022-10-11,465.0,477.25,463.7,472.02,470.3572,2341373,0.0,1.0,1.2245,COST
2022-10-11,26.48,26.82,26.345,26.51,26.3337,18070718,0.0,1.0,-0.3009,CSX
2022-10-11,57.862,58.03,56.94,57.22,56.7135,3216436,0.0,1.0,-1.5993,CTSH
2022-10-11,84.83,85.37,80.43,82.72,82.72,3821975,0.0,1.0,-1.5473,DDOG
2022-10-11,100.45,101.73,97.33,99.68,99.68,2704419,0.0,1.0,-0.5388,DXCM
2022-10-11,136.41,141.92,136.03,139.37,134.6609,2605497,0.0,1.0,-0.6699,FANG
2022-10-11,141.91,144.21,141.21,141.69,141.69,1513454,0.0,1.0,0.1626,DLTR
2022-10-11,120.23,121.27,118.64,119.25,118.8691,1578933,0.0,1.0,-1.185,EA
2022-10-11,37.212,37.8,36.62,36.95,36.5592,6222447,0.0,1.0,-1.6241,EBAY
2022-10-11,254.02,259.39,247.86,255.8,255.8,3814299,0.0,1.0,-0.9218,ENPH
2022-10-11,37.7,38.24,37.4,37.47,36.8199,8315528,0.0,1.0,-0.8992,EXC
2022-10-11,46.19,46.92,45.89,46.38,45.7653,3753745,0.0,1.0,0.4548,FAST
2022-10-11,48.05,50.7194,47.47,50.02,50.02,2034863,0.0,1.0,1.5016,GFS
2022-10-11,84.83,85.37,80.43,82.72,82.72,3821975,0.0,1.0,-1.5473,DDOG
2022-10-11,100.45,101.73,97.33,99.68,99.68,2704419,0.0,1.0,-0.5388,DXCM
2022-10-11,136.41,141.92,136.03,139.37,134.6609,2605497,0.0,1.0,-0.6699,FANG
2022-10-11,141.91,144.21,141.21,141.69,141.69,1513454,0.0,1.0,0.1626,DLTR
2022-10-11,120.23,121.27,118.64,119.25,118.8691,1578933,0.0,1.0,-1.185,EA
2022-10-11,37.212,37.8,36.62,36.95,36.5592,6222447,0.0,1.0,-1.6241,EBAY
2022-10-11,254.02,259.39,247.86,255.8,255.8,3814299,0.0,1.0,-0.9218,ENPH
2022-10-11,37.7,38.24,37.4,37.47,36.8199,8315528,0.0,1.0,-0.8992,EXC
2022-10-11,46.19,46.92,45.89,46.38,45.7653,3753745,0.0,1.0,0.4548,FAST
2022-10-11,48.05,50.7194,47.47,50.02,50.02,2034863,0.0,1.0,1.5016,GFS
2022-10-11,131.62,132.66,126.99,128.54,128.54,38481403,0.0,1.0,-3.9241,META
2022-10-11,98.27,98.34,94.57,95.45,95.45,4484033,0.0,1.0,-3.0866,FISV
2022-10-11,50.81,51.06,48.29,48.58,48.58,6377629,0.0,1.0,-5.1728,FTNT
2022-10-11,64.495,66.04,64.48,65.67,64.5255,7154536,0.0,1.0,1.8771,GILD
2022-10-11,98.25,100.12,97.25,98.05,98.05,21617727,0.0,1.0,-0.6686,GOOG
2022-10-11,97.43,99.245,96.31,97.18,97.18,26507103,0.0,1.0,-0.6949,GOOGL
2022-10-11,171.4,175.755,170.78,173.62,171.8594,2908319,0.0,1.0,1.0065,HON
2022-10-11,205.11,205.11,196.89,199.16,199.16,1612688,0.0,1.0,-2.1471,ILMN
2022-10-11,25.01,25.48,24.69,25.04,24.4095,48134930,0.0,1.0,-0.6349,INTC
2022-10-11,384.32,389.45,374.53,383.48,382.0579,1786776,0.0,1.0,-1.0732,INTU
2022-10-11,186.22,189.67,183.53,185.9,185.9,1663493,0.0,1.0,-0.3484,ISRG
2022-10-11,40.0,40.11,38.0,38.66,38.5356,17731638,0.0,1.0,-4.0695,MRVL
2022-10-11,324.8,331.11,319.02,325.71,325.71,417087,0.0,1.0,0.3049,IDXX
2022-10-11,46.508,47.405,45.31,46.27,45.5723,8667895,0.0,1.0,-2.7533,JD
2022-10-11,37.1,38.01,37.06,37.55,37.127,10534851,0.0,1.0,1.5688,KDP
2022-10-11,290.58,298.97,276.62,280.92,279.0402,3561163,0.0,1.0,-6.1535,KLAC
2022-10-11,33.884,35.03,33.86,34.94,34.2221,10133587,0.0,1.0,2.5536,KHC
2022-10-11,345.3,350.24,322.31,327.05,324.7349,5313244,0.0,1.0,-6.749,LRCX
2022-10-11,12.43,13.2173,12.2,12.65,12.65,22025106,0.0,1.0,1.3622,LCID
2022-10-11,296.925,304.28,287.83,295.68,295.68,2579350,0.0,1.0,2.0114,LULU
2022-10-11,858.03,863.19,817.25,834.67,834.67,652063,0.0,1.0,-4.3468,MELI
2022-10-11,140.84,141.56,137.25,138.79,138.1288,1873949,0.0,1.0,-1.2171,MAR
2022-10-11,60.0,61.15,58.65,59.55,59.0271,6887943,0.0,1.0,-2.7438,MCHP
2022-10-11,55.53,56.755,55.37,56.28,55.6504,7976186,0.0,1.0,1.1866,MDLZ
2022-10-11,123.29,124.78,118.94,120.72,120.72,2963700,0.0,1.0,-2.1877,MRNA
2022-10-11,90.6,91.01,89.37,89.46,44.73,3975356,0.0,1.0,-1.7139,MNST
2022-10-11,227.62,229.06,224.11,225.41,224.2116,30473954,0.0,1.0,-1.675,MSFT
2022-10-11,50.64,54.78,50.33,53.71,53.4817,32813669,0.0,1.0,4.5348,MU
2022-10-11,226.05,230.44,213.7,214.29,214.29,15282411,0.0,1.0,-6.8223,NFLX
2022-10-11,115.61,118.46,112.83,115.86,115.8127,66748163,0.0,1.0,-0.7198,NVDA
2022-10-11,145.0,145.775,141.5622,143.75,142.2389,3004364,0.0,1.0,-2.5424,NXPI
2022-10-11,264.75,271.4,264.19,267.76,267.1655,1373374,0.0,1.0,-0.0336,ODFL
2022-10-11,726.98,744.605,726.95,730.9,730.9,653078,0.0,1.0,0.8736,ORLY
2022-10-11,87.77,90.26,87.55,89.07,57.3251,1653385,0.0,1.0,1.3541,PCAR
2022-10-11,161.25,161.61,155.67,157.37,157.37,4753502,0.0,1.0,-3.5368,PANW
2022-10-11,109.69,110.29,107.495,108.34,106.879,1700818,0.0,1.0,-1.4015,PAYX
2022-10-11,57.09,58.16,54.95,55.71,55.71,9842439,0.0,1.0,-4.3769,PDD
2022-10-11,84.09,84.82,79.82,83.09,83.09,16098553,0.0,1.0,-1.6919,PYPL
2022-10-11,162.24,164.27,161.56,162.59,160.5253,5222588,0.0,1.0,0.4758,PEP
2022-10-11,112.0,112.49,108.65,110.03,108.7221,10758814,0.0,1.0,-3.9878,QCOM
2022-10-11,728.51,747.78,723.135,737.41,737.41,644478,0.0,1.0,0.8879,REGN
2022-10-11,31.448,33.685,30.81,32.33,32.33,20802751,0.0,1.0,2.7001,RIVN
2022-10-11,85.25,87.55,84.8,86.14,85.6356,1931114,0.0,1.0,0.3144,ROST
2022-10-11,5.9,6.0,5.88,5.97,5.9186,17046649,0.0,1.0,0.6745,SIRI
2022-10-11,133.41,135.5,131.74,133.18,133.18,961639,0.0,1.0,1.7029,SGEN
2022-10-11,86.71,87.2,85.64,86.21,85.288,5531265,0.0,1.0,-0.9763,SBUX
2022-10-11,292.92,292.92,275.96,277.34,277.34,2919949,0.0,1.0,-5.3382,SNPS
2022-10-11,220.945,225.75,215.0,216.5,216.5,77013202,0.0,1.0,-2.8974,TSLA
2022-10-11,154.61,155.34,151.4,153.45,151.1969,9526922,0.0,1.0,-2.1302,TXN
2022-10-11,137.97,138.59,136.85,137.15,137.15,4564782,0.0,1.0,-0.4211,TMUS
2022-10-11,169.14,171.14,168.39,169.5,168.8959,807264,0.0,1.0,-0.1002,VRSK
2022-10-11,294.54,300.14,292.9,295.16,295.16,1261221,0.0,1.0,0.2105,VRTX
2022-10-11,32.03,33.17,31.935,32.61,31.8103,10981802,0.0,1.0,2.4183,WBA
2022-10-11,11.85,12.03,11.385,11.6,11.6,25356064,0.0,1.0,-3.4942,WBD
2022-10-11,147.0,147.7,141.55,142.7,142.7,2096974,0.0,1.0,-3.4702,WDAY
2022-10-11,59.9,60.77,59.77,59.83,58.9511,4231992,0.0,1.0,-0.6311,XEL
2022-10-11,71.46,74.55,70.435,73.71,73.71,5389717,0.0,1.0,-0.0136,ZM
2022-10-11,151.49,153.91,145.23,148.73,148.73,4441339,0.0,1.0,-5.376,ZS
2022-10-11,57.21,58.915,56.05,57.63,57.63,114054838,0.0,1.0,-0.3114,AMD
2022-10-11,285.69,288.28,281.44,284.83,284.83,3209826,0.0,1.0,-0.3115,ADBE
2022-10-11,110.988,111.0,103.595,106.82,106.82,5696693,0.0,1.0,-3.7571,ABNB
2022-10-11,206.77,213.1,202.01,208.45,208.45,740427,0.0,1.0,0.516,ALGN
2022-10-11,112.71,115.48,110.39,112.21,112.21,56432233,0.0,1.0,-1.2844,AMZN
2022-10-11,239.49,250.4799,237.8427,245.44,241.6381,6255956,0.0,1.0,5.7247,AMGN
2022-10-11,84.31,86.19,84.18,84.87,83.294,3921130,0.0,1.0,0.4973,AEP
2022-10-11,139.66,141.07,136.9604,138.8,137.5307,4735490,0.0,1.0,-1.4904,ADI
2022-10-11,207.97,209.04,199.33,200.33,200.33,755027,0.0,1.0,-4.1987,ANSS
2022-10-11,139.9,141.35,138.22,138.98,138.5384,77033672,0.0,1.0,-1.0255,AAPL
2022-10-11,77.74,78.77,74.97,76.3,75.9374,12441054,0.0,1.0,-3.6495,AMAT
2022-10-11,412.53,412.65,394.01,399.56,397.4514,2044221,0.0,1.0,-5.2928,ASML
2022-10-11,216.85,218.56,205.56,207.64,207.64,1778100,0.0,1.0,-5.7339,TEAM
2022-10-11,190.96,192.025,185.72,191.03,191.03,1468159,0.0,1.0,0.0,ADSK
2022-10-11,73.6,74.02,73.245,73.55,73.55,5381485,0.0,1.0,-0.2712,ATVI
2022-10-11,228.18,228.69,225.11,226.27,223.9094,1449635,0.0,1.0,-1.0582,ADP
2022-10-11,54.3379,56.4,54.125,55.3,54.5035,10179543,0.0,1.0,2.0107,AZN
2022-10-11,22.12,22.66,21.88,22.25,21.9726,7512871,0.0,1.0,-0.5364,BKR
2022-10-11,435.2,438.7,425.58,430.76,424.1208,2804633,0.0,1.0,-1.5856,AVGO
2022-10-11,251.97,258.8199,250.31,254.07,254.07,1239120,0.0,1.0,-0.2787,BIIB
2022-10-11,87.42,89.04,87.12,88.07,88.07,1222289,0.0,1.0,0.709,BMRN
2022-10-11,1671.33,1671.33,1620.84,1634.61,1634.61,304743,0.0,1.0,-2.1971,BKNG
2022-10-11,154.57,154.9,147.06,148.04,148.04,4034112,0.0,1.0,-4.3113,CDNS
2022-10-11,318.18,320.51,307.415,308.44,308.44,1293202,0.0,1.0,-3.0977,CHTR
2022-10-11,110.32,111.01,108.73,109.86,54.93,957428,0.0,1.0,-0.911,CPRT
2022-10-11,72.2,73.84,71.36,72.37,72.37,2073484,0.0,1.0,-0.4676,CSGP
2022-10-11,158.72,160.5,151.75,155.79,155.79,3426211,0.0,1.0,-3.2841,CRWD
2022-10-11,396.42,397.405,390.28,393.5,391.4671,433065,0.0,1.0,-1.0586,CTAS
2022-10-11,39.81,40.11,39.27,39.58,38.9729,19386431,0.0,1.0,-0.7771,CSCO
2022-10-11,28.93,29.15,28.625,28.68,28.2471,34744759,0.0,1.0,-1.5448,CMCSA
2022-10-11,465.0,477.25,463.7,472.02,470.3572,2341373,0.0,1.0,1.2245,COST
2022-10-11,26.48,26.82,26.345,26.51,26.3337,18070718,0.0,1.0,-0.3009,CSX
2022-10-11,57.862,58.03,56.94,57.22,56.7135,3216436,0.0,1.0,-1.5993,CTSH
2022-10-11,4340.1,4359.0,4265.0,4271.65,4265.889,135883,0.0,1.0,-1.5851,APOLLOHOSP.BSE
2022-10-11,4340.1,4359.0,4265.0,4271.65,4265.889,135883,0.0,1.0,-1.5851,APOLLOHOSP.BSE
2022-10-11,3240.0,3240.75,3129.65,3152.95,3152.95,20111,0.0,1.0,-1.2079,ADANITRANS.BSE
2022-10-11,202.15,203.0,198.3,198.75,192.1921,1018949,0.0,1.0,-1.997,PETRONET.BSE
2022-10-11,619.9,619.9,597.05,600.75,600.75,602311,0.0,1.0,-2.4123,JUBLFOOD.BSE
2022-10-11,4738.95,4757.0,4580.0,4604.8,4584.0985,81273,0.0,1.0,-2.0203,LTI.BSE
2022-10-11,757.25,760.0,740.05,742.95,742.95,873655,0.0,1.0,-1.8884,TATACONSUM.BSE
2022-10-11,415.1,417.9,402.5,404.3,403.3063,2084417,0.0,1.0,-1.69,WIPRO.BSE
2022-10-11,1035.0,1035.8,1001.0,1005.05,987.4707,869438,0.0,1.0,-2.4176,TECHM.BSE
2022-10-11,2605.0,2608.65,2545.0,2549.9,2532.8877,1093031,0.0,1.0,-2.0795,HINDUNILVR.BSE
2022-10-11,19200.05,19200.05,18411.95,18459.45,18283.0685,45324,0.0,1.0,-3.3362,NESTLEIND.BSE
2022-10-11,2699.25,2699.25,2616.45,2624.75,2624.75,42665,0.0,1.0,-2.047,TITAN.BSE
2022-10-11,3100.0,3144.55,3054.75,3068.95,3053.7666,1428966,0.0,1.0,-1.674,TCS.BSE
2022-10-11,1462.0,1479.0,1420.2,1423.9,1408.4696,5673135,0.0,1.0,-2.6526,INFY.BSE
2022-10-11,1593.3,1612.0,1581.5,1587.75,1573.3225,140857,0.0,1.0,-0.4077,TORNTPHARM.BSE
2022-10-11,1681.6,1707.0,1665.9,1673.5,1673.5,295409,0.0,1.0,-0.6294,BAJAJFINSV.BSE
2022-10-11,1121.0,1127.45,1104.0,1111.2,1111.2,677009,0.0,1.0,-0.7325,CIPLA.BSE
2022-10-11,964.2,971.8,936.15,938.6,920.9616,1427791,0.0,1.0,-2.473,HCLTECH.BSE
2022-10-11,1581.0,1582.5,1534.0,1537.85,1520.8091,166110,0.0,1.0,-2.7969,COLPAL.BSE
2022-10-11,6774.8501,6774.8501,6611.25,6669.3501,6669.3501,4726,0.0,1.0,-0.6961,BAJAJHLDNG.BSE
2022-10-11,1698.55,1705.95,1637.4,1649.05,1649.05,7445,0.0,1.0,-3.3241,UBL.BSE
2022-10-11,3285.05,3359.9,3272.5,3300.35,3295.5944,57269,0.0,1.0,0.6757,ASIANPAINT.BSE
2022-10-11,530.05,531.35,516.95,518.75,516.4426,1001802,0.0,1.0,-1.9376,DABUR.BSE
2022-10-11,525.7,526.25,498.5,500.25,500.25,1005499,0.0,1.0,-4.2584,AMBUJACEM.BSE
2022-10-11,837.1,837.1,820.45,824.3,824.3,528929,0.0,1.0,-1.0266,GODREJCP.BSE
2022-10-11,2570.0,2576.65,2535.0,2548.7,2483.9161,163597,0.0,1.0,-0.9714,HEROMOTOCO.BSE
2022-10-11,209.05,211.45,206.55,208.3,198.7569,5027553,0.0,1.0,-0.3111,POWERGRID.BSE
2022-10-11,516.55,516.55,502.35,506.6,501.9941,726930,0.0,1.0,-1.5642,MARICO.BSE
2022-10-11,6200.8501,6206.7002,6063.0,6076.3501,6076.3501,141155,0.0,1.0,-1.2369,ULTRACEMCO.BSE
2022-10-11,2186.05,2200.0,2113.75,2129.55,2129.55,454662,0.0,1.0,-1.2131,ADANIGREEN.BSE
2022-10-11,8825.0,8840.0,8665.0,8681.9502,8681.9502,169186,0.0,1.0,-2.0709,MARUTI.BSE
2022-10-11,1783.95,1796.0,1760.2,1769.0,1769.0,167040,0.0,1.0,-0.3689,INDIGO.BSE
