date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2022-12-09,260.17,260.38,256.95,257.2,255.7402,1991351,0.0,1.0,-1.0959,ADP
2022-12-09,69.72,70.0,69.42,69.55,68.5482,4488660,0.0,1.0,0.5494,AZN
2022-12-09,28.02,28.365,27.07,27.11,26.9468,8401724,0.0,1.0,-3.4544,BKR
2022-12-09,550.94,552.64,541.0,544.72,536.3244,3702830,0.0,1.0,2.5684,AVGO
2022-12-09,289.1,292.97,285.14,285.37,285.37,982783,0.0,1.0,-1.2902,BIIB
2022-12-09,104.23,104.46,102.28,102.33,102.33,815513,0.0,1.0,-1.9734,BMRN
2022-12-09,2001.65,2031.21,1991.29,2019.98,2019.98,242030,0.0,1.0,0.4585,BKNG
2022-12-09,163.32,164.66,162.17,163.67,163.67,1299751,0.0,1.0,-0.2377,CDNS
2022-12-09,371.12,383.5199,369.73,380.57,380.57,1104868,0.0,1.0,1.6724,CHTR
2022-12-09,63.65,64.38,63.04,63.79,63.79,1751318,0.0,1.0,-0.1721,CPRT
2022-12-09,82.93,82.93,80.62,80.7,80.7,1806478,0.0,1.0,-2.0512,CSGP
2022-12-09,113.76,116.9999,112.95,115.08,115.08,3014617,0.0,1.0,0.7353,CRWD
2022-12-09,454.57,457.0,452.09,453.46,452.2861,236833,0.0,1.0,-0.3691,CTAS
2022-12-09,49.1,49.17,48.44,48.46,47.7167,14303159,0.0,1.0,-1.0819,CSCO
2022-12-09,34.98,35.765,34.8,35.32,34.7868,18016967,0.0,1.0,1.0009,CMCSA
2022-12-09,475.1,490.09,470.5,483.02,482.1909,4211132,0.0,1.0,0.3324,COST
2022-12-09,31.54,31.64,31.33,31.42,31.3081,10533175,0.0,1.0,-0.3173,CSX
2022-12-09,59.1,59.193,57.56,58.34,58.0862,6282274,0.0,1.0,-1.6189,CTSH
2022-12-09,74.3,76.705,73.235,74.56,74.56,4638367,0.0,1.0,0.7295,DDOG
2022-12-09,121.65,122.33,116.01,116.46,116.46,3274317,0.0,1.0,-5.0624,DXCM
2022-12-09,132.6,135.165,129.49,129.6,127.0011,2872096,0.0,1.0,-2.4684,FANG
2022-12-09,143.51,143.87,141.6,142.31,142.31,2237724,0.0,1.0,-1.5156,DLTR
2022-12-09,126.1,126.1,124.18,124.71,124.4968,1985510,0.0,1.0,-1.1101,EA
2022-12-09,43.53,44.05,43.31,43.64,43.3875,4083673,0.0,1.0,-0.5469,EBAY
2022-12-09,314.5,326.48,312.5364,319.55,319.55,2399665,0.0,1.0,-0.1,ENPH
2022-12-09,41.83,42.08,41.405,41.42,41.0622,5334209,0.0,1.0,-0.8379,EXC
2022-12-09,51.13,51.5,50.845,50.96,50.6186,2782814,0.0,1.0,-0.4104,FAST
2022-12-09,62.32,64.565,61.86,63.42,63.42,1298082,0.0,1.0,1.6021,GFS
2022-12-09,74.3,76.705,73.235,74.56,74.56,4638367,0.0,1.0,0.7295,DDOG
