date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,close_percent_change,company
2023-01-25,234.25,234.25,223.66,228.01,226.7158,3695035,0.0,1.0,-4.6582,ADP
2023-01-25,65.84,66.905,65.84,66.63,65.6703,5314304,0.0,1.0,0.5281,AZN
2023-01-25,29.82,31.03,29.48,31.0,30.8134,5927690,0.0,1.0,2.8192,BKR
2023-01-25,577.67,586.97,576.04,585.68,581.4793,1376594,0.0,1.0,0.1111,AVGO
2023-01-25,291.44,292.79,288.37,292.34,292.34,707449,0.0,1.0,0.1576,BIIB
2023-01-25,114.6,116.59,114.39,116.03,116.03,2476466,0.0,1.0,1.9417,BMRN
2023-01-25,2298.25,2392.99,2289.69,2390.75,2390.75,304419,0.0,1.0,-0.4824,BKNG
2023-01-25,179.31,182.76,176.49,182.48,182.48,1103316,0.0,1.0,0.0548,CDNS
2023-01-25,390.7,406.1,387.03,403.76,403.76,1190446,0.0,1.0,2.9921,CHTR
2023-01-25,64.32,66.0,63.96,65.93,65.93,1737324,0.0,1.0,1.275,CPRT
2023-01-25,77.47,78.38,76.36,77.37,77.37,3347173,0.0,1.0,-1.6024,CSGP
2023-01-25,101.72,101.94,97.26,100.82,100.82,7646209,0.0,1.0,-3.6138,CRWD
2023-01-25,434.95,437.11,430.97,436.87,435.739,233850,0.0,1.0,-0.7655,CTAS
2023-01-25,47.98,48.079,47.23,47.98,47.6216,14638661,0.0,1.0,0.3556,CSCO
2023-01-25,40.31,40.31,39.555,40.1,39.7945,24544369,0.0,1.0,0.8805,CMCSA
2023-01-25,489.36,491.94,484.5,490.88,490.0374,1329768,0.0,1.0,-0.2499,COST
2023-01-25,31.47,31.5241,30.26,31.05,30.9394,22213497,0.0,1.0,-2.5424,CSX
2023-01-25,63.1701,64.235,62.86,64.14,63.8609,3932752,0.0,1.0,0.3442,CTSH
2023-01-25,69.36,71.72,65.6049,70.75,70.75,10284583,0.0,1.0,-3.9897,DDOG
2023-01-25,103.75,105.05,102.5,104.0,104.0,3803584,0.0,1.0,-1.9146,DXCM
2023-01-25,147.45,147.46,143.3,147.08,144.1306,1646159,0.0,1.0,-0.1087,FANG
2023-01-25,145.48,149.65,143.12,149.56,149.56,2508056,0.0,1.0,2.0748,DLTR
2023-01-25,126.59,127.65,126.27,127.56,127.3419,1099813,0.0,1.0,0.0549,EA
2023-01-25,46.47,49.07,46.32,48.93,48.6468,5955908,0.0,1.0,4.7976,EBAY
2023-01-25,207.17,211.7146,201.68,210.32,210.32,6627850,0.0,1.0,-4.1691,ENPH
2023-01-25,41.22,41.56,40.95,41.42,41.0622,5448639,0.0,1.0,-0.2168,EXC
2023-01-25,49.45,49.51,48.53,49.47,49.1386,2474371,0.0,1.0,-0.2219,FAST
